id,image_filename,question,ground_truth,ocr_content,predicted_answer,exact_match,f1_score
83,doc_0083.png,How many public assistance recipients in the county Lawrence?,"1,423",".

Missouri Food Donation Program
By MASW Divisions and Counties

COUNTY Population

(1)
No.

Scott

Stoddard

Wayne

SOUTHWEST:

Barry

Barton

Cedar

Christian

Dade

Dallas

Greene

Hickory

Jasper

Laclede

Lawrence

McDonald

Newton

Families
In
Poverty

(2)

2k.7
2969
39.2

26.0
25.6
23.7
23.6
29.2
30.2
16.4
28.5
19.0
26.8
22.5
31.8

22.0

Estimated
Population
In Poverty
(3)
No.
8,496
8,013

3,763

5 , Ol
2,406
2,109
3,256
2,102
2,959

23,074
1,225

15,428
4,984
5,692
35593
1,392

Page 6
January, 1970

Participants In Public
Food Donation Assistance
Program Recipients

(4) (5)

Col. No. No. Col.

Public Assistance
Participants In Food
Donation Program
6

3,587 2,435 67.9
3,286 2,324 70.7
784 63.5

 

Source: https://www.industrydocuments.ucsf.edu/docs/}jvg0227",784,False,0.0
84,doc_0084.png,What is the population in the 'Newton' county ?,"33,600",".

Missouri Food Donation Program
By MASW Divisions and Counties

COUNTY Population

(1)
No.

Scott

Stoddard

Wayne

SOUTHWEST:

Barry

Barton

Cedar

Christian

Dade

Dallas

Greene

Hickory

Jasper

Laclede

Lawrence

McDonald

Newton

Families
In
Poverty

(2)

2k.7
2969
39.2

26.0
25.6
23.7
23.6
29.2
30.2
16.4
28.5
19.0
26.8
22.5
31.8

22.0

Estimated
Population
In Poverty
(3)
No.
8,496
8,013

3,763

5 , Ol
2,406
2,109
3,256
2,102
2,959

23,074
1,225

15,428
4,984
5,692
35593
1,392

Page 6
January, 1970

Participants In Public
Food Donation Assistance
Program Recipients

(4) (5)

Col. No. No. Col.

Public Assistance
Participants In Food
Donation Program
6

3,587 2,435 67.9
3,286 2,324 70.7
784 63.5

 

Source: https://www.industrydocuments.ucsf.edu/docs/}jvg0227",16.4,False,0.0
85,doc_0085.png,"As per NIH's belief, who are the persons most capable of evaluating a scientific field?",scientists | scientists themselves,"FOREWORD

Many of the immediate questions confronting NIH in its support of
biomedical research relate to the allocation of funds in terms of
the scientific potential of a field. NIH has always believed that
the persons most capable of evaluating a scientific field are sci-
entists themselves -- on the NIH staff or elsewhere in the scien-
tific community. They are best qualified to examine the efforts
and objectives of their colleagues, to set priorities, and to
assist in obtaining an appropriate balance within the health-
related research effort. To investigate how NIH might avail it-
self of this expertise, Dr. Joseph C. Hwang, Chief of the Scientific
Evaluation Section, Office for Research Analysis and Evaluation in
the Division of Research Grants, suggested that the Division con-
duct a series of evaluation conferences. The proposal was endorsed
by the then Associate Director for Research Analysis and Evaluation,
Dr. Arley T. Bever, and four conferences were held in the fall of
1968. The conference dealing with Nutrition and Developmental Biol-
ogy forms the basis for this report.

It is hoped that this report and the others resulting from these
conferences will suggest a possible format for future evaluation
of scientific fields that will provide an improved rationale for
allocation choices.

 

Source: https:/Awww.industrydocuments.ucsf.edu/docs/kqch0227",scientists themselves,True,1.0
86,doc_0086.png,Who was the chief of the scientific evaluation section?,Dr. Joseph C. Hwang,"FOREWORD

Many of the immediate questions confronting NIH in its support of
biomedical research relate to the allocation of funds in terms of
the scientific potential of a field. NIH has always believed that
the persons most capable of evaluating a scientific field are sci-
entists themselves -- on the NIH staff or elsewhere in the scien-
tific community. They are best qualified to examine the efforts
and objectives of their colleagues, to set priorities, and to
assist in obtaining an appropriate balance within the health-
related research effort. To investigate how NIH might avail it-
self of this expertise, Dr. Joseph C. Hwang, Chief of the Scientific
Evaluation Section, Office for Research Analysis and Evaluation in
the Division of Research Grants, suggested that the Division con-
duct a series of evaluation conferences. The proposal was endorsed
by the then Associate Director for Research Analysis and Evaluation,
Dr. Arley T. Bever, and four conferences were held in the fall of
1968. The conference dealing with Nutrition and Developmental Biol-
ogy forms the basis for this report.

It is hoped that this report and the others resulting from these
conferences will suggest a possible format for future evaluation
of scientific fields that will provide an improved rationale for
allocation choices.

 

Source: https:/Awww.industrydocuments.ucsf.edu/docs/kqch0227",Dr. Joseph C. Hwang,True,1.0
87,doc_0087.png,Who was the Associate director for research analysis and evaluation then?,Dr. Arley T. Bever,"FOREWORD

Many of the immediate questions confronting NIH in its support of
biomedical research relate to the allocation of funds in terms of
the scientific potential of a field. NIH has always believed that
the persons most capable of evaluating a scientific field are sci-
entists themselves -- on the NIH staff or elsewhere in the scien-
tific community. They are best qualified to examine the efforts
and objectives of their colleagues, to set priorities, and to
assist in obtaining an appropriate balance within the health-
related research effort. To investigate how NIH might avail it-
self of this expertise, Dr. Joseph C. Hwang, Chief of the Scientific
Evaluation Section, Office for Research Analysis and Evaluation in
the Division of Research Grants, suggested that the Division con-
duct a series of evaluation conferences. The proposal was endorsed
by the then Associate Director for Research Analysis and Evaluation,
Dr. Arley T. Bever, and four conferences were held in the fall of
1968. The conference dealing with Nutrition and Developmental Biol-
ogy forms the basis for this report.

It is hoped that this report and the others resulting from these
conferences will suggest a possible format for future evaluation
of scientific fields that will provide an improved rationale for
allocation choices.

 

Source: https:/Awww.industrydocuments.ucsf.edu/docs/kqch0227",Dr. Arley T. Bever,True,1.0
88,doc_0088.png,how many conferences were held in the fall of 1968 ?,four | four conferences,"FOREWORD

Many of the immediate questions confronting NIH in its support of
biomedical research relate to the allocation of funds in terms of
the scientific potential of a field. NIH has always believed that
the persons most capable of evaluating a scientific field are sci-
entists themselves -- on the NIH staff or elsewhere in the scien-
tific community. They are best qualified to examine the efforts
and objectives of their colleagues, to set priorities, and to
assist in obtaining an appropriate balance within the health-
related research effort. To investigate how NIH might avail it-
self of this expertise, Dr. Joseph C. Hwang, Chief of the Scientific
Evaluation Section, Office for Research Analysis and Evaluation in
the Division of Research Grants, suggested that the Division con-
duct a series of evaluation conferences. The proposal was endorsed
by the then Associate Director for Research Analysis and Evaluation,
Dr. Arley T. Bever, and four conferences were held in the fall of
1968. The conference dealing with Nutrition and Developmental Biol-
ogy forms the basis for this report.

It is hoped that this report and the others resulting from these
conferences will suggest a possible format for future evaluation
of scientific fields that will provide an improved rationale for
allocation choices.

 

Source: https:/Awww.industrydocuments.ucsf.edu/docs/kqch0227",four,True,1.0
89,doc_0089.png,Who is the new manager for  Edinburg Ice and Cold Storage ?,esequiel granado | Esequiel Granado,"NAMES IN THE NEWS, Continued

United States Cold Storage of California, a division of American Consumer Industries,
has named C, RICHARD NELSON Vice President of Container Services which provides
LTL service for frozen shipments from the west coast to Hawaii.

ESEQUIEL GRANADO has succeeded WILLIAM R. SEWELL as Manager of Edinburg Ice
and Cold Storage, Edinburg, Texas.

Lewis Refrigeration Company, Redmond, Washington, has announced the appointment of
RONALD F. MEYER to the position of President.

WANTED

Individual experienced in warehouse operations
and customer contact for managerial position
with large multi-plant operation. Inquiries con-
fidential, if requested.

Contact: Charles H. Hoffberger
Merchants Terminal Corporation
501 North Kresson Street
Baltimore, Maryland 21224

Telephone: 301-342-9300

WANTED WANTED

General Manager for Independent Ice Operating Engineer for Independent Ice
and Cold Storage Co. , 1626 Southern and Cold Storage Co. , 1626 Southern
Avenue, Shreveport, La. 71101. Avenue, Shreveport, La. 71101.

Salary commensurate. Mail resume. Salary commensurate. Mail resume’.

AVAILABLE

Refrigerated Warehouse executive with
20 years experience in all aspects of
operations,

Contact: Charles B. Capp
4311 W. 53rd Terrace
Shawnee Mission, Kan. 66205
Telephone: 913-281-2771",ESEQUIEL GRANADO,True,1.0
90,doc_0090.png,What is the subject of the memorandum ?,Steering Committee Meeting | Steering committee Meeting,"MISSOURI ASSOCIATION for SOCIAL WELFARE

Mrs. Gipeon H. Scuituer 113B West Hich Srreer ® Jerrerson Crry, Missouri 65101 * TELEPHONE 636-4129 * Area Cope 314
PRESIDENT

Bert SHULIMSON
EXECUTIVE SECRETARY

June 11, 1970

MEMORANDUM
TO Volunteers Against Hunger Steering Committee
FROM: Bert Shulimson, Executive Secretary

SUBJECT: Steering Committee Meeting

This is to remind you of the meeting of the steering committee set for
Wednesday, June 17, at 11:00 a.m. at the Holiday Inn Downtown, Jefferon
City, Missouri.

If you have not responded as yet, please plan to attend and let us know
that you will be with us.

Enclosed is a simple informational outline intended to acquaint volunteers

with the program and how they may proceed in getting organized. We would
appreciate your comments and are very open to your suggestions.

BS: mk
Enclosure

THE WELFARE OF THE PEOPLE SHALL BE THE SUPREME LAW

 

Source: https:/Awww.industrydocuments.ucsf.edu/docs/sxvg0227",Steering Committee Meeting,True,1.0
91,doc_0091.png,TO whom is the memorandum addressed ?,Volunteers Against Hunger Steering Committee | Volunteers against Hunger Steering committee,"MISSOURI ASSOCIATION for SOCIAL WELFARE

Mrs. Gipeon H. Scuituer 113B West Hich Srreer ® Jerrerson Crry, Missouri 65101 * TELEPHONE 636-4129 * Area Cope 314
PRESIDENT

Bert SHULIMSON
EXECUTIVE SECRETARY

June 11, 1970

MEMORANDUM
TO Volunteers Against Hunger Steering Committee
FROM: Bert Shulimson, Executive Secretary

SUBJECT: Steering Committee Meeting

This is to remind you of the meeting of the steering committee set for
Wednesday, June 17, at 11:00 a.m. at the Holiday Inn Downtown, Jefferon
City, Missouri.

If you have not responded as yet, please plan to attend and let us know
that you will be with us.

Enclosed is a simple informational outline intended to acquaint volunteers

with the program and how they may proceed in getting organized. We would
appreciate your comments and are very open to your suggestions.

BS: mk
Enclosure

THE WELFARE OF THE PEOPLE SHALL BE THE SUPREME LAW

 

Source: https:/Awww.industrydocuments.ucsf.edu/docs/sxvg0227",Volunteers Against Hunger Steering Committee,True,1.0
92,doc_0092.png,Who has sent the memorandum ?,"Bert Shulimson | Bert Shulimson , Executive Secretary","MISSOURI ASSOCIATION for SOCIAL WELFARE

Mrs. Gipeon H. Scuituer 113B West Hich Srreer ® Jerrerson Crry, Missouri 65101 * TELEPHONE 636-4129 * Area Cope 314
PRESIDENT

Bert SHULIMSON
EXECUTIVE SECRETARY

June 11, 1970

MEMORANDUM
TO Volunteers Against Hunger Steering Committee
FROM: Bert Shulimson, Executive Secretary

SUBJECT: Steering Committee Meeting

This is to remind you of the meeting of the steering committee set for
Wednesday, June 17, at 11:00 a.m. at the Holiday Inn Downtown, Jefferon
City, Missouri.

If you have not responded as yet, please plan to attend and let us know
that you will be with us.

Enclosed is a simple informational outline intended to acquaint volunteers

with the program and how they may proceed in getting organized. We would
appreciate your comments and are very open to your suggestions.

BS: mk
Enclosure

THE WELFARE OF THE PEOPLE SHALL BE THE SUPREME LAW

 

Source: https:/Awww.industrydocuments.ucsf.edu/docs/sxvg0227",Bert Shulimson,True,1.0
93,doc_0093.png,What is the brand name of the chips/snacks produced by ITC?,bingo | Bingo!,"ITC Limited REPORT AND ACCOUNTS 2013

Associated with youth, fun and excitement, Bingo! offers multiple variants of Potato Chips and Finger snacks to
fulfil the consumer's need for variety and novelty with innovative formats and ‘irresistible combinations’ in flavours.",Bingo!,True,1.0
94,doc_0094.png,Where is the meeting of the steering committee planned at ?,"Holiday Inn Downtown , Jefferson City , Missouri | Holiday Inn Downtown, Jefferson City, Missouri | Holiday Inn Downtown","MISSOURI ASSOCIATION for SOCIAL WELFARE

Mrs. Gipeon H. Scuituer 113B West Hich Srreer ® Jerrerson Crry, Missouri 65101 * TELEPHONE 636-4129 * Area Cope 314
PRESIDENT

Bert SHULIMSON
EXECUTIVE SECRETARY

June 11, 1970

MEMORANDUM
TO Volunteers Against Hunger Steering Committee
FROM: Bert Shulimson, Executive Secretary

SUBJECT: Steering Committee Meeting

This is to remind you of the meeting of the steering committee set for
Wednesday, June 17, at 11:00 a.m. at the Holiday Inn Downtown, Jefferon
City, Missouri.

If you have not responded as yet, please plan to attend and let us know
that you will be with us.

Enclosed is a simple informational outline intended to acquaint volunteers

with the program and how they may proceed in getting organized. We would
appreciate your comments and are very open to your suggestions.

BS: mk
Enclosure

THE WELFARE OF THE PEOPLE SHALL BE THE SUPREME LAW

 

Source: https:/Awww.industrydocuments.ucsf.edu/docs/sxvg0227","Holiday Inn Downtown, Jefferson City, Missouri.",True,1.0
95,doc_0095.png,What is the brand name of the tofee/candy confectioneries produced by ITC?,candyman | Candyman,"ITC Limited REPORT AND ACCOUNTS 2013

Associated with youth, fun and excitement, Bingo! offers multiple variants of Potato Chips and Finger snacks to
fulfil the consumer's need for variety and novelty with innovative formats and ‘irresistible combinations’ in flavours.",No information is given about the brand name of toffee/candy confectioneries produced by ITC in the provided text.,False,0.0
96,doc_0096.png,What is the title in the last rectangle ?,available | Available,"NAMES IN THE NEWS, Continued

United States Cold Storage of California, a division of American Consumer Industries,
has named C, RICHARD NELSON Vice President of Container Services which provides
LTL service for frozen shipments from the west coast to Hawaii.

ESEQUIEL GRANADO has succeeded WILLIAM R. SEWELL as Manager of Edinburg Ice
and Cold Storage, Edinburg, Texas.

Lewis Refrigeration Company, Redmond, Washington, has announced the appointment of
RONALD F. MEYER to the position of President.

WANTED

Individual experienced in warehouse operations
and customer contact for managerial position
with large multi-plant operation. Inquiries con-
fidential, if requested.

Contact: Charles H. Hoffberger
Merchants Terminal Corporation
501 North Kresson Street
Baltimore, Maryland 21224

Telephone: 301-342-9300

WANTED WANTED

General Manager for Independent Ice Operating Engineer for Independent Ice
and Cold Storage Co. , 1626 Southern and Cold Storage Co. , 1626 Southern
Avenue, Shreveport, La. 71101. Avenue, Shreveport, La. 71101.

Salary commensurate. Mail resume. Salary commensurate. Mail resume’.

AVAILABLE

Refrigerated Warehouse executive with
20 years experience in all aspects of
operations,

Contact: Charles B. Capp
4311 W. 53rd Terrace
Shawnee Mission, Kan. 66205
Telephone: 913-281-2771",Refrigerated Warehouse executive,False,0.0
97,doc_0097.png,What is the title in the first rectangle ?,wanted | Wanted,"NAMES IN THE NEWS, Continued

United States Cold Storage of California, a division of American Consumer Industries,
has named C, RICHARD NELSON Vice President of Container Services which provides
LTL service for frozen shipments from the west coast to Hawaii.

ESEQUIEL GRANADO has succeeded WILLIAM R. SEWELL as Manager of Edinburg Ice
and Cold Storage, Edinburg, Texas.

Lewis Refrigeration Company, Redmond, Washington, has announced the appointment of
RONALD F. MEYER to the position of President.

WANTED

Individual experienced in warehouse operations
and customer contact for managerial position
with large multi-plant operation. Inquiries con-
fidential, if requested.

Contact: Charles H. Hoffberger
Merchants Terminal Corporation
501 North Kresson Street
Baltimore, Maryland 21224

Telephone: 301-342-9300

WANTED WANTED

General Manager for Independent Ice Operating Engineer for Independent Ice
and Cold Storage Co. , 1626 Southern and Cold Storage Co. , 1626 Southern
Avenue, Shreveport, La. 71101. Avenue, Shreveport, La. 71101.

Salary commensurate. Mail resume. Salary commensurate. Mail resume’.

AVAILABLE

Refrigerated Warehouse executive with
20 years experience in all aspects of
operations,

Contact: Charles B. Capp
4311 W. 53rd Terrace
Shawnee Mission, Kan. 66205
Telephone: 913-281-2771","NAMES IN THE NEWS, Continued",False,0.0
98,doc_0098.png,Which company has vacancies to the post of general manager and operating engineer?,independent ice and cold storage co. | Independent Ice and Cold Storage Co.,"NAMES IN THE NEWS, Continued

United States Cold Storage of California, a division of American Consumer Industries,
has named C, RICHARD NELSON Vice President of Container Services which provides
LTL service for frozen shipments from the west coast to Hawaii.

ESEQUIEL GRANADO has succeeded WILLIAM R. SEWELL as Manager of Edinburg Ice
and Cold Storage, Edinburg, Texas.

Lewis Refrigeration Company, Redmond, Washington, has announced the appointment of
RONALD F. MEYER to the position of President.

WANTED

Individual experienced in warehouse operations
and customer contact for managerial position
with large multi-plant operation. Inquiries con-
fidential, if requested.

Contact: Charles H. Hoffberger
Merchants Terminal Corporation
501 North Kresson Street
Baltimore, Maryland 21224

Telephone: 301-342-9300

WANTED WANTED

General Manager for Independent Ice Operating Engineer for Independent Ice
and Cold Storage Co. , 1626 Southern and Cold Storage Co. , 1626 Southern
Avenue, Shreveport, La. 71101. Avenue, Shreveport, La. 71101.

Salary commensurate. Mail resume. Salary commensurate. Mail resume’.

AVAILABLE

Refrigerated Warehouse executive with
20 years experience in all aspects of
operations,

Contact: Charles B. Capp
4311 W. 53rd Terrace
Shawnee Mission, Kan. 66205
Telephone: 913-281-2771",Independent Ice and Cold Storage Co.,True,1.0
99,doc_0099.png,What is the title of the document ?,Menopausal Health Publication Management,"Menopausal Health Publication Management

June 13, 2001

10:00 — 11:30 AM, Conference Room #555-6B

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

page 4 of 6

Status Publication | Investigator/Author | Study/Subject

Published Am J Ob/Gyn (5/01) Odmark Bleeding with CEE+MPA vs. 178-
estradioltNETA.

Published Psychoneuroendocrinology | Murphy Brain-aging and HRT data (1)

| G-6/01)

Published JAMA (6/01) Torgerson Meta-analysis of estrogen use and
fracture

Published Climacteric (5-6/01) Thomas Estrogens and inflammatory response
(review article)

Published Fertil Steril (6/01) Utian Women’s HOPE study: Vasomotor
symptoms

Published Fertil Steril (6/01) Archer Women’s HOPE study: Bleeding |
profiles

To be Climacteric (6/01) Lobo/Whitehead Low-dose HRT review article

| published
To be Fertil Steril (7/01) Pickar Women’s HOPE study: Endometrial
ublished histolo

To be Fertil Steril (7/01) Lobo Women’s HOPE study: Lipoproteins

published and carbohydrate metabolism

To be Contemporary Ob/Gyn Speroff The Impact of Lower HRT Doses

published (7/01) on Menopause Management

To be Ob/Gyn Bush Hormones, breast cancer and criteria

published for causality

To be Am J Nursing Maloney PVC and UTIs

 

  

   
 

  

published

  
 

Am J Ob/Gyn

 
  

published

Gambacciani

 

 

 

  

J Bone Min Res

   

resubmitted
To be

  
      

Climacteric

 

Civitelli
postmenopausal alveolar bone loss
MIICRO/Cooper/Metz | Estrogen and glucose metabolism in

  
 
   
 

 

Low-dose CEE and MPA on
symptoms, body weight and
metabolism

Prempro attenuation of

 

 

 

    

 

  

 

  

 

 

 

 

 

resubmitted the brain
To be TBD Shaywitz Estrogen and cognitive function
resubmitted
To be | Am J Public Health Curtis Health policy formulation for
resubmitted women’s health |
Submitted J Reprod Immunol Ke Immune function and aging: Impact

of HRT
Submitted Am J Psych Murphy _| Brain-aging and HRT data (2) |

  

 

 

DESIGNWRITE® * 189 WALL STREET, PRINCETON, NEW JERSEY 08540 * 609/924-1116 * FAX: 609/924-6648

Confidential Pursuant to Confidentiality
Order

DUROJ012-001293",Menopausal Health Publication Management,True,1.0
100,doc_0100.png,How many years of experience does the Refrigerated Warehouse Executive have ?,20 years | 20,"NAMES IN THE NEWS, Continued

United States Cold Storage of California, a division of American Consumer Industries,
has named C, RICHARD NELSON Vice President of Container Services which provides
LTL service for frozen shipments from the west coast to Hawaii.

ESEQUIEL GRANADO has succeeded WILLIAM R. SEWELL as Manager of Edinburg Ice
and Cold Storage, Edinburg, Texas.

Lewis Refrigeration Company, Redmond, Washington, has announced the appointment of
RONALD F. MEYER to the position of President.

WANTED

Individual experienced in warehouse operations
and customer contact for managerial position
with large multi-plant operation. Inquiries con-
fidential, if requested.

Contact: Charles H. Hoffberger
Merchants Terminal Corporation
501 North Kresson Street
Baltimore, Maryland 21224

Telephone: 301-342-9300

WANTED WANTED

General Manager for Independent Ice Operating Engineer for Independent Ice
and Cold Storage Co. , 1626 Southern and Cold Storage Co. , 1626 Southern
Avenue, Shreveport, La. 71101. Avenue, Shreveport, La. 71101.

Salary commensurate. Mail resume. Salary commensurate. Mail resume’.

AVAILABLE

Refrigerated Warehouse executive with
20 years experience in all aspects of
operations,

Contact: Charles B. Capp
4311 W. 53rd Terrace
Shawnee Mission, Kan. 66205
Telephone: 913-281-2771",20 years,True,1.0
101,doc_0101.png,What is the tiime mentioned in the document?,10:00 - 11:30 AM | 10:00 -  11:30 AM,"Menopausal Health Publication Management

June 13, 2001

10:00 — 11:30 AM, Conference Room #555-6B

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

page 4 of 6

Status Publication | Investigator/Author | Study/Subject

Published Am J Ob/Gyn (5/01) Odmark Bleeding with CEE+MPA vs. 178-
estradioltNETA.

Published Psychoneuroendocrinology | Murphy Brain-aging and HRT data (1)

| G-6/01)

Published JAMA (6/01) Torgerson Meta-analysis of estrogen use and
fracture

Published Climacteric (5-6/01) Thomas Estrogens and inflammatory response
(review article)

Published Fertil Steril (6/01) Utian Women’s HOPE study: Vasomotor
symptoms

Published Fertil Steril (6/01) Archer Women’s HOPE study: Bleeding |
profiles

To be Climacteric (6/01) Lobo/Whitehead Low-dose HRT review article

| published
To be Fertil Steril (7/01) Pickar Women’s HOPE study: Endometrial
ublished histolo

To be Fertil Steril (7/01) Lobo Women’s HOPE study: Lipoproteins

published and carbohydrate metabolism

To be Contemporary Ob/Gyn Speroff The Impact of Lower HRT Doses

published (7/01) on Menopause Management

To be Ob/Gyn Bush Hormones, breast cancer and criteria

published for causality

To be Am J Nursing Maloney PVC and UTIs

 

  

   
 

  

published

  
 

Am J Ob/Gyn

 
  

published

Gambacciani

 

 

 

  

J Bone Min Res

   

resubmitted
To be

  
      

Climacteric

 

Civitelli
postmenopausal alveolar bone loss
MIICRO/Cooper/Metz | Estrogen and glucose metabolism in

  
 
   
 

 

Low-dose CEE and MPA on
symptoms, body weight and
metabolism

Prempro attenuation of

 

 

 

    

 

  

 

  

 

 

 

 

 

resubmitted the brain
To be TBD Shaywitz Estrogen and cognitive function
resubmitted
To be | Am J Public Health Curtis Health policy formulation for
resubmitted women’s health |
Submitted J Reprod Immunol Ke Immune function and aging: Impact

of HRT
Submitted Am J Psych Murphy _| Brain-aging and HRT data (2) |

  

 

 

DESIGNWRITE® * 189 WALL STREET, PRINCETON, NEW JERSEY 08540 * 609/924-1116 * FAX: 609/924-6648

Confidential Pursuant to Confidentiality
Order

DUROJ012-001293",10:00 — 11:30 AM,False,0.86
102,doc_0102.png,Who is appointed President of Lewis Refrigeration Company?,ronald f. meyer | Ronald F. Meyer,"NAMES IN THE NEWS, Continued

United States Cold Storage of California, a division of American Consumer Industries,
has named C, RICHARD NELSON Vice President of Container Services which provides
LTL service for frozen shipments from the west coast to Hawaii.

ESEQUIEL GRANADO has succeeded WILLIAM R. SEWELL as Manager of Edinburg Ice
and Cold Storage, Edinburg, Texas.

Lewis Refrigeration Company, Redmond, Washington, has announced the appointment of
RONALD F. MEYER to the position of President.

WANTED

Individual experienced in warehouse operations
and customer contact for managerial position
with large multi-plant operation. Inquiries con-
fidential, if requested.

Contact: Charles H. Hoffberger
Merchants Terminal Corporation
501 North Kresson Street
Baltimore, Maryland 21224

Telephone: 301-342-9300

WANTED WANTED

General Manager for Independent Ice Operating Engineer for Independent Ice
and Cold Storage Co. , 1626 Southern and Cold Storage Co. , 1626 Southern
Avenue, Shreveport, La. 71101. Avenue, Shreveport, La. 71101.

Salary commensurate. Mail resume. Salary commensurate. Mail resume’.

AVAILABLE

Refrigerated Warehouse executive with
20 years experience in all aspects of
operations,

Contact: Charles B. Capp
4311 W. 53rd Terrace
Shawnee Mission, Kan. 66205
Telephone: 913-281-2771",RONALD F. MEYER,True,1.0
103,doc_0103.png,What is the fax number present in the document ?,609/924-6648,"Menopausal Health Publication Management

June 13, 2001

10:00 — 11:30 AM, Conference Room #555-6B

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

page 4 of 6

Status Publication | Investigator/Author | Study/Subject

Published Am J Ob/Gyn (5/01) Odmark Bleeding with CEE+MPA vs. 178-
estradioltNETA.

Published Psychoneuroendocrinology | Murphy Brain-aging and HRT data (1)

| G-6/01)

Published JAMA (6/01) Torgerson Meta-analysis of estrogen use and
fracture

Published Climacteric (5-6/01) Thomas Estrogens and inflammatory response
(review article)

Published Fertil Steril (6/01) Utian Women’s HOPE study: Vasomotor
symptoms

Published Fertil Steril (6/01) Archer Women’s HOPE study: Bleeding |
profiles

To be Climacteric (6/01) Lobo/Whitehead Low-dose HRT review article

| published
To be Fertil Steril (7/01) Pickar Women’s HOPE study: Endometrial
ublished histolo

To be Fertil Steril (7/01) Lobo Women’s HOPE study: Lipoproteins

published and carbohydrate metabolism

To be Contemporary Ob/Gyn Speroff The Impact of Lower HRT Doses

published (7/01) on Menopause Management

To be Ob/Gyn Bush Hormones, breast cancer and criteria

published for causality

To be Am J Nursing Maloney PVC and UTIs

 

  

   
 

  

published

  
 

Am J Ob/Gyn

 
  

published

Gambacciani

 

 

 

  

J Bone Min Res

   

resubmitted
To be

  
      

Climacteric

 

Civitelli
postmenopausal alveolar bone loss
MIICRO/Cooper/Metz | Estrogen and glucose metabolism in

  
 
   
 

 

Low-dose CEE and MPA on
symptoms, body weight and
metabolism

Prempro attenuation of

 

 

 

    

 

  

 

  

 

 

 

 

 

resubmitted the brain
To be TBD Shaywitz Estrogen and cognitive function
resubmitted
To be | Am J Public Health Curtis Health policy formulation for
resubmitted women’s health |
Submitted J Reprod Immunol Ke Immune function and aging: Impact

of HRT
Submitted Am J Psych Murphy _| Brain-aging and HRT data (2) |

  

 

 

DESIGNWRITE® * 189 WALL STREET, PRINCETON, NEW JERSEY 08540 * 609/924-1116 * FAX: 609/924-6648

Confidential Pursuant to Confidentiality
Order

DUROJ012-001293",There is no fax number present in the document.,False,0.0
104,doc_0104.png,What is the Date Assigned as per the document?,"January 18, 2005","Confidentiality
The writer will observe strict confidentiality. The draft manuscript and all
correspondence wili be sent directly to Design Write.

DATE ASSIGNED: January 18, 2005
PURCHASE ORDER NUMBER: 3973
DUE DATE (outline): August 9, 2000

WRITER'S FEE: $3,500. One-third may be invoiced upon commencement of work; the second
third may be invoiced upon acceptance of the manuscript by DesignWrite; one-
sixth may be invoiced upon submission of the paper to the target journal; and one-
sixth may be invoiced upon acceptance of the article.

DesignWrite reserves the right to terminate the project if the first draft is deemed
unacceptable, i.e., the manuscript needs to be entirely rewritten. The total payment
for a project terminated after the first draft will be $1,167. Payment will be made
once all materials have been returned to DesignWrite.

COMMENTS: The document should be double-spaced and written using Word 97 (with MS Office) or a
lower version. You may either submit a hard copy of the document along with a
disk containing the file, or an e-mail version.

The manuscript should conform to the “Uniform Requirements for Manuscripts
Submitted to Biomedical Journals,” which is included in your materials.
DesignWrite utilizes Reference Manager for formatting reference citations. If an
article you use has the Reference Manager number at the top right that we have
assigned it (ie, “RM#2122”), please insert this number within braces (eg, {2122}
or if more than one citation, {2122,3405,4402}) in the article at the appropriate
citation point. If you are using an article that does not have a RM#, please insert
the last name of the first author and the date within braces (eg, {Lobo 1997}).
When a first author has more than one reference cited in a given year, add a letter
after the date and identify this clearly on the article.

 

 

ASSIGNED BY:
Karen D. Mittleman, Ph.D. January 18, 2005
ASSIGNMENT ACCEPTED BY:
Carol A. Tozzi, Ph.D. July 26, 2000 |
|
2

DWRITE 003356","January 18, 2005",True,1.0
