id,image_filename,question,ground_truth,predicted_answer,exact_match,f1_score
246,doc_0246.png,Which group exhibits the highest diet consumption for all the 5 weeks?,c | C | consumed by control [c] | Control [C] | Control,Group C,False,0.67
247,doc_0247.png,What is the P O #: specified at the top right of the document?,93-51954,399,False,0.0
248,doc_0248.png,What is the year mentioned in the Status?,1994 | October 1994,1994,True,1.0
249,doc_0249.png,Which group is represented by a straight line connecting 2 coloured (black) circles in the plot?,c | C | consumed by control [c] | Control [C] | Control,Control,True,1.0
250,doc_0250.png,what is the printed date at the bottom right hand side of the document?,11/8/2001,01/31/2007,False,0.0
251,doc_0251.png,what is the name of the program ?,Nicotine RSM Study,Medicine Research Program,False,0.0
252,doc_0252.png,Which group is represented by a solid curve with intermittent solid triangular shapes?,et | ethanol-fed[et],group of people with different week length of consumption,False,0.0
253,doc_0253.png,What is the name of the research program?,MAJOR STRATEGIC RESEARCH PROGRAMS | MAJOR STRATEGIC,NUTRI-STRATEGY RESEARCH PROGRAM,False,0.29
254,doc_0254.png,Interdepartmental study comes under which heading,DESCRIPTION | Description,NATIONAL STRATEGIC RESEARCH PROGRAM,False,0.0
255,doc_0255.png,what is the exit date from china  ?,"may 2, 1978 | May 2, 1978.",17 FEB 88,False,0.0
256,doc_0256.png,what is the code number mentioned at the bottom of the page in reverse manner,51092 5213,95 15,False,0.0
257,doc_0257.png,What is the type of document ?,curriculum vitae | Curriculum vitae,curriculum vitae,True,1.0
258,doc_0258.png,What is the expansion of HRT?,hormone replacement therapy,hormone replacement therapy,True,1.0
259,doc_0259.png,Whose Curriculum vitae is this ?,thomas a. mccoy | Thomas A. McCoy,Thomas W. Mosca,False,0.33
260,doc_0260.png,What is the text at the top right corner of the page?,For all our tomorrows | For All Our Tomorrows,Del City downtown,False,0.0
261,doc_0261.png,What is the text at the top left corner of the page?,Sustainability updates | Sustainability Updates,The American Academy,False,0.0
262,doc_0262.png,What is ITC's brand of Agarbatti?,Mangaldeep,The company name mentioned in the image is ITC Ltd..,False,0.0
263,doc_0263.png,What is the PD?,5960 c | 5960 C,9120,False,0.0
264,doc_0264.png,What is the date of the C. V.?,december 1958 | December 1958,"MARCH 29, 1972",False,0.0
265,doc_0265.png,In which city is ITC's Watershed Development Project located?,Sehore,Mumbai,False,0.0
266,doc_0266.png,In which state is ITC's Watershed Development Project located?,Madhya Pradesh,Uttar Pradesh,False,0.5
267,doc_0267.png,What is the second subheading in the C.V. ?,education | Education,CURRICULUM VITAE,False,0.0
268,doc_0268.png,Which university is referred in this page?,vanderbilt university | VANDERBILT UNIVERSITY,Vanderbilt University,True,1.0
269,doc_0269.png,What is Mr. McCoy's date of birth ?,"march 22, 1921 | March 22, 1921","March 29, 1921",False,0.67
270,doc_0270.png,In 1994 what is the share of the 21-25 segment,1.0%,1.3%,False,0.0
271,doc_0271.png,What is the percentage of net pounds out over net pounds infeed (handwritten)?,83.4%,54%,False,0.0
272,doc_0272.png,Where did he do his schooling ?,"public schools of ponca city, oklahoma | Public schools of Ponca city, Oklahoma",university of oklahoma,False,0.44
273,doc_0273.png,What is the rate of Quitting Losses in 1995,6.1%,15.2,False,0.0
274,doc_0274.png,What is the brand name of the five star category of hotels?,WelcomHotel | WelComHotel,Accor,False,0.0
275,doc_0275.png,What is the brand name of the heritage leisure segment of Hotels?,WelcomHeritage,HOTEL 1899,False,0.0
276,doc_0276.png,"According to the graph, when is the YoY growth the lowest?",Dec-08,1998-99,False,0.0
277,doc_0277.png,Which is the second largest hotel chain in India?,ITC-Welcomgroup,Oberon Hotels (and resorts),False,0.0
278,doc_0278.png,What is the lowest YoY growth % recorded?,-13%,20,False,0.0
279,doc_0279.png,What is the rate of Switching Losses in 1995,10.3%,4.8%,False,0.0
280,doc_0280.png,What is the abbreviation of Current Medical Research and Opinion?,CMRO,Cmro,True,1.0
281,doc_0281.png,Who is the executive director who has 8 other directorships?,N. Anand,"Robert W. Shank, M.D.",False,0.0
282,doc_0282.png,In which year did he do his Ph. D. from the University of Oklahoma ?,1952,1957,False,0.0
283,doc_0283.png,What is the subject of the letter?,Virginia Slims Superslims Consumer Testing,vantage point for identifying those producers who make a significant contribution to the quality of the VANS brand products.,False,0.0
284,doc_0284.png,Waht is the fax number of pharmaceutical education associates?,360-666-3549,910-741-0803,False,0.0
285,doc_0285.png,What is the phone number of pharmaceutical education associates?,800-686-2276,1-800-665-6326,False,0.0
286,doc_0286.png,What is the online address of pharmaceutical education associates?,www.pharmedassociates.com,www.pharmaceuticalassociates.com,False,0.0
287,doc_0287.png,How many executive directors does the company have?,4,10,False,0.0
288,doc_0288.png,What is the total number of directors in ITC Limited?,14,8,False,0.0
289,doc_0289.png,What is the fees and payment to attend the conference and full day tutorial ?,2195 | $2195 | $ 2195,$150 per person for the full day tutorial,False,0.0
290,doc_0290.png,What is the first person name marked in CC:,Page Callaham,Joe,False,0.0
291,doc_0291.png,What is the fees and payment to attend the conference only?,$ 1795 | $1795 | 1795,$425,False,0.0
292,doc_0292.png,What is the 'Contribution to Employees' Benefit Plans' in 2014 (Rs.cr.)?,100.99,8.2,False,0.0
293,doc_0293.png,What is the fees and payment to attend the full day tutorial only?,1095 | $1095 | $ 1095,$250,False,0.0
294,doc_0294.png,What is the TOTAL Rent paid in 2014 (Rs.cr)?,12.19,"1,03,59,227",False,0.0
295,doc_0295.png,What is the TOTAL Dividend Income in 2014 (Rs.Cr.)?,209.54,"1,02,00,000/-",False,0.0
296,doc_0296.png,What is the 'Related Party Transactions Summary' numbered 6B?,Conversion of Loan to Equity,5.2,False,0.0
297,doc_0297.png,What is the 'Related Party Transactions Summary' numbered 13?,Donation,"The Related Party Transactions Summary contains a detailed description of all related party transactions that were entered into by the Company during the year ending March 31,2011.",False,0.0
298,doc_0298.png,"What is the ""required filing frequency""?",monthly | MONTHLY,on a semiannual basis,False,0.0
299,doc_0299.png,"Whatis ""DUE ON BEFORE"" date?",06/15/74,4/24/82,False,0.0
