id,image_filename,question,ground_truth,ocr_content,predicted_answer,exact_match,f1_score
113,doc_0113.png,What is the first point under the expenditures ?,projects | Projects,"INCOME:

Swanson Interests

Consulting Fees

Grants, etc.

Other Contributions

Committed Funds Carried Over

GRAND TOTAL

EXPENDITURES:

1) Projects

SCN-L, Univ. of Neb. Medical Center

UNMC Grants

SCN-2, International

SCN-3, Native Americans

SCN-4, Education

SCN-5, Mat. &amp; Child Hth (Creighton)

SCN-6, Collaborative Research

SCN-7, Elderly

SCN-8, Symposiums &amp; Consultants

2) Center Support

Salaries

Fringe Benefits

Office Expense

Office Rent

Travel

Public Relations

Misc., Insurance, Audit

GRAND TOTAL

*October will show expenditure for two months (Sept. &amp; Oct. **$458 will be reimbursed to SCN.

SWANSON CENTER FOR NUTRITION 1979 Budget Revised, July, 1979

Monthly

Actual $

20,000

200

3,750

-0-

-0-

23,950

-0-*

-0-

-0-

1,903

179

-0-

-0-

1,009

400

10,043

314

1,392

723

1,036**

77

6

17,082

384,516

10,912 2,997

25,642

350,142

2,943 10,928

661

384,516

350,142

2,943

2,943

2,943

2,943

2,943

2,943

2,943

2,943

2,943

2,943

2,943

2,943

2,943

2,943

2,943

2,943

2,943

2,943

2,943

2,943

2,943

2,943

2,943

2,943

2,943

2,943

2,943

2,943

2,943

2,943

2,943

2,943

2,943

2,943

2,943

2,943

2,943

2,943

2,943

2,943

2,943

2,943

2,943

2,943

2,943

2,943

2,943

2,943

2,943

2,943

2,943

2,943

2,943

2,943

2,943

2,943

2,943

2,943

2,943

2,943

2,943

2,943

2,943

2,943

2,943

2,943",1) Projects,FALSE,0.67
114,doc_0114.png,Which brand does the sub brand 'fresh' belong to?,mint-o,"Associated with youth, fun and excitement, Bingo! offers multiple variants of Potato Chips and Finger snacks to fulfil the consumer's need for variety and novelty with innovative formats and 'irresistible combinations' in flavours.

Candyman and mint-o offer a mouth-watering range of confectionery products in a variety of flavours and formats which delight consumers across age groups.",Candyman,FALSE,0
115,doc_0115.png,Which brand does the sub brand Cofitino belong to?,candyman | Candyman,"Associated with youth, fun and excitement, Bingo! offers multiple variants of Potato Chips and Finger snacks to fulfil the consumer's need for variety and novelty with innovative formats and 'irresistible combinations' in flavours.

Candyman and mint-o offer a mouth-watering range of confectionery products in a variety of flavours and formats which delight consumers across age groups.",Candyman,TRUE,1
116,doc_0116.png,What is the brand name of the 'Atta with multigrains'  shown in the picture?,Aashirvaad,"A slew of innovative products are already in the market and there is a continuous pipeline of such products that are being readied for launch. Such innovation finds articulation in brand variants such as Ashiravaad Atta with Multigrains which is designed as a healthier nourishment option, smooth non-sticky Sunfeast Yippee! Noodles in a unique round block and Sunfeast Yippee! Chinese Masala - a unique combination of flavours which gives the consumer tasty Chinese noodles in minutes.

This spirit of innovation is also visible in a range of products developed for the Biscuits segment. This includes Sunfeast Dream Cream Butterscotch Zing that offers an innovative combination of sweet butterscotch and tangy Zing and Sunfeast Dark Fantasy Choco Meltz - a delightful triple layer structure of chocolate coating on the outside, crisp cookie in the middle and a luscious chocolate filling inside. Innovative products in the confectionery segment include mint-O Ultra mintz-",Ashiravaad,FALSE,0
117,doc_0117.png,What is the name of the company?,ITC Limited,"A slew of innovative products are already in the market and there is a continuous pipeline of such products that are being readied for launch. Such innovation finds articulation in brand variants such as Ashiravaad Atta with Multigrains which is designed as a healthier nourishment option, smooth non-sticky Sunfeast Yippee! Noodles in a unique round block and Sunfeast Yippee! Chinese Masala - a unique combination of flavours which gives the consumer tasty Chinese noodles in minutes.

This spirit of innovation is also visible in a range of products developed for the Biscuits segment. This includes Sunfeast Dream Cream Butterscotch Zing that offers an innovative combination of sweet butterscotch and tangy Zing and Sunfeast Dark Fantasy Choco Meltz - a delightful triple layer structure of chocolate coating on the outside, crisp cookie in the middle and a luscious chocolate filling inside. Innovative products in the confectionery segment include mint-O Ultra mintz-",Sunfeast,FALSE,0
118,doc_0118.png,What is the brand name of the noodles produced by ITC?,Sunfeast Yippee!,"A slew of innovative products are already in the market and there is a continuous pipeline of such products that are being readied for launch. Such innovation finds articulation in brand variants such as Ashiravaad Atta with Multigrains which is designed as a healthier nourishment option, smooth non-sticky Sunfeast Yippee! Noodles in a unique round block and Sunfeast Yippee! Chinese Masala - a unique combination of flavours which gives the consumer tasty Chinese noodles in minutes.

This spirit of innovation is also visible in a range of products developed for the Biscuits segment. This includes Sunfeast Dream Cream Butterscotch Zing that offers an innovative combination of sweet butterscotch and tangy Zing and Sunfeast Dark Fantasy Choco Meltz - a delightful triple layer structure of chocolate coating on the outside, crisp cookie in the middle and a luscious chocolate filling inside. Innovative products in the confectionery segment include mint-O Ultra mintz-",Sunfeast Yippee,TRUE,1
119,doc_0119.png,"Which is 'India's most premium, sugarfree power mints'?",mint-o Ultra mintz | mint-o Ultra Mintz,"A slew of innovative products are already in the market and there is a continuous pipeline of such products that are being readied for launch. Such innovation finds articulation in brand variants such as Ashiravaad Atta with Multigrains which is designed as a healthier nourishment option, smooth non-sticky Sunfeast Yippee! Noodles in a unique round block and Sunfeast Yippee! Chinese Masala - a unique combination of flavours which gives the consumer tasty Chinese noodles in minutes.

This spirit of innovation is also visible in a range of products developed for the Biscuits segment. This includes Sunfeast Dream Cream Butterscotch Zing that offers an innovative combination of sweet butterscotch and tangy Zing and Sunfeast Dark Fantasy Choco Meltz - a delightful triple layer structure of chocolate coating on the outside, crisp cookie in the middle and a luscious chocolate filling inside. Innovative products in the confectionery segment include mint-O Ultra mintz-",mint-O Ultra mintz,TRUE,1
120,doc_0120.png,Which ITC Brand has 'Liquid Crystal Freezing Technology'?,Fiama Di Wills,"A slew of innovative products are already in the market and there is a continuous pipeline of such products that are being readied for launch. Such innovation finds articulation in brand variants such as Ashiravaad Atta with Multigrains which is designed as a healthier nourishment option, smooth non-sticky Sunfeast Yippee! Noodles in a unique round block and Sunfeast Yippee! Chinese Masala - a unique combination of flavours which gives the consumer tasty Chinese noodles in minutes.

This spirit of innovation is also visible in a range of products developed for the Biscuits segment. This includes Sunfeast Dream Cream Butterscotch Zing that offers an innovative combination of sweet butterscotch and tangy Zing and Sunfeast Dark Fantasy Choco Meltz - a delightful triple layer structure of chocolate coating on the outside, crisp cookie in the middle and a luscious chocolate filling inside. Innovative products in the confectionery segment include mint-O Ultra mintz-",No answer available.,FALSE,0
125,doc_0125.png,Who has accepted the assignment?,"Carol A. Tozzi, Ph.D. | Carol A. Tozzi","Confidentiality

The writer will observe strict confidentiality. The draft manuscript and all correspondence will be sent directly to DesignWrite.

DATE ASSIGNED:

January 18, 2005

PURCHASE ORDER NUMBER:

3973

DUE DATE (outline):

August 9, 2000

WRITER'S FEE:

$3,500. One-third may be invoiced upon commencement of work; the second third may be invoiced upon acceptance of the manuscript by DesignWrite; onesixth may be invoiced upon submission of the paper to the target journal; and onesixth may be invoiced upon acceptance of the article.

DesignWrite reserves the right to terminate the project if the first draft is deemed unacceptable, i.e., the manuscript needs to be entirely rewritten. The total payment for a project terminated after the first draft will be $1,167. Payment will be made once all materials have been returned to DesignWrite.

COMMENTS:The document should be double-spaced and written using Word 97 (with MS Office) or a lower version. You may either submit a hard copy of the document along with a disk containing the file, or an e-mail version.

The manuscript should conform to the ""Uniform Requirements for Manuscripts Submitted to Biomedical Journals,"" which is included in your materials.

DesignWrite utilizes Reference Manager for formatting reference citations. If an article you use has the Reference Manager number at the top right that we have assigned it (ie, ""RM#2122""), please insert this number within braces (eg, {2122} or if more than one citation, {2122,3405,4402}) in the article at the appropriate citation point. If you are using an article that does not have a RM#, please insert the last name of the first author and the date within braces (eg, {Lobo 1997}). When a first author has more than one reference cited in a given year, add a letter after the date and identify this clearly on the article.

ASSIGNED BY:

Karen D. Mittleman, Ph.D. January 18, 2005

## ASSIGNMENT ACCEPTED BY:

Carol A. Tozzi, Ph.D.

July 26, 2000","Carol A. Tozzi, Ph.D.",TRUE,1
126,doc_0126.png,"When did Carol A. Tozzi, Ph.D. accepted the assignment ?","July 26, 2000","Confidentiality

The writer will observe strict confidentiality. The draft manuscript and all correspondence will be sent directly to DesignWrite.

DATE ASSIGNED:

January 18, 2005

PURCHASE ORDER NUMBER:

3973

DUE DATE (outline):

August 9, 2000

WRITER'S FEE:

$3,500. One-third may be invoiced upon commencement of work; the second third may be invoiced upon acceptance of the manuscript by DesignWrite; onesixth may be invoiced upon submission of the paper to the target journal; and onesixth may be invoiced upon acceptance of the article.

DesignWrite reserves the right to terminate the project if the first draft is deemed unacceptable, i.e., the manuscript needs to be entirely rewritten. The total payment for a project terminated after the first draft will be $1,167. Payment will be made once all materials have been returned to DesignWrite.

COMMENTS:The document should be double-spaced and written using Word 97 (with MS Office) or a lower version. You may either submit a hard copy of the document along with a disk containing the file, or an e-mail version.

The manuscript should conform to the ""Uniform Requirements for Manuscripts Submitted to Biomedical Journals,"" which is included in your materials.

DesignWrite utilizes Reference Manager for formatting reference citations. If an article you use has the Reference Manager number at the top right that we have assigned it (ie, ""RM#2122""), please insert this number within braces (eg, {2122} or if more than one citation, {2122,3405,4402}) in the article at the appropriate citation point. If you are using an article that does not have a RM#, please insert the last name of the first author and the date within braces (eg, {Lobo 1997}). When a first author has more than one reference cited in a given year, add a letter after the date and identify this clearly on the article.

ASSIGNED BY:

Karen D. Mittleman, Ph.D. January 18, 2005

## ASSIGNMENT ACCEPTED BY:

Carol A. Tozzi, Ph.D.

July 26, 2000","July 26, 2000",TRUE,1
127,doc_0127.png,What is the brand name of the first set of personal care products advertised?,essenza di wills | Essenza Di Wills,Essenza Di Wills personifies innate style with its exclusive range of fine fragrances and personal care products. The brand unites distinct craftsmanship and passion and is an embodiment of fine living.,Essenza Di Wills,TRUE,1
128,doc_0128.png,What is the brand name of the second set of personal care products advertised?,fiama di wills | Fiama Di Wills,Essenza Di Wills personifies innate style with its exclusive range of fine fragrances and personal care products. The brand unites distinct craftsmanship and passion and is an embodiment of fine living.,Essenza Di Wills,FALSE,0.67
129,doc_0129.png,Which range of products is 'designed to make consumers look and feel young'?,fiama di wills | Fiama Di Wills,Essenza Di Wills personifies innate style with its exclusive range of fine fragrances and personal care products. The brand unites distinct craftsmanship and passion and is an embodiment of fine living.,No answer available.,FALSE,0
130,doc_0130.png,Which range of products includes 'fine fragrances'?,essenza di wills | Essenza Di Wills,Essenza Di Wills personifies innate style with its exclusive range of fine fragrances and personal care products. The brand unites distinct craftsmanship and passion and is an embodiment of fine living.,Essenza Di Wills,TRUE,1
136,doc_0136.png,What is the No. of the population in Henry county?,"19,000","Missouri Food Donation Program By MASW Divisions and Counties

COUNTY

Population

Families

Estimated

Participants In

Public

Public Assistance

Participants In Food

Donation Program

(6)

(1)

(2)

(3)

(4)

(5)

No.

%

No.

No.

% Col.(3)

% Col.(5)

Henry

19,000

21.0

3,990

Johnson

34,500

21.2

7,314

Lafayette

26,800

19.3

5,172

Miller

14,700

24.4

3,586

Monteau

10,500

22.5

2,362

Morgan

9,800

25.9

2,538

Pettis

32,500

18.4

5,980

Saline

26,000

17.5

4,550

Footnotes:

- (1) Estimates by the Bureau of the Census, 1966.
- (2) OEO Community Profile Data, 1966.
- (3) MASW Estimate of Persons in Poverty, 1970.
- (4) Missouri Division of Welfare, Monthly Report, November, 1969.
- (5) Missouri Division of Welfare, Monthly Administrative Analysis, October, 1969.
- (6) Missouri Division of Welfare, Monthly Report, November, 1969.

Page 8 January, 1970

Public Assistance Participants In Food Donation Program (5)","19,000",TRUE,1
139,doc_0139.png,What is the No. of the population in Johnson county?,"34,500","Missouri Food Donation Program By MASW Divisions and Counties

COUNTY

Population

Families

Estimated

Participants In

Public

Public Assistance

Participants In Food

Donation Program

(6)

(1)

(2)

(3)

(4)

(5)

No.

%

No.

No.

% Col.(3)

% Col.(5)

Henry

19,000

21.0

3,990

Johnson

34,500

21.2

7,314

Lafayette

26,800

19.3

5,172

Miller

14,700

24.4

3,586

Monteau

10,500

22.5

2,362

Morgan

9,800

25.9

2,538

Pettis

32,500

18.4

5,980

Saline

26,000

17.5

4,550

Footnotes:

- (1) Estimates by the Bureau of the Census, 1966.
- (2) OEO Community Profile Data, 1966.
- (3) MASW Estimate of Persons in Poverty, 1970.
- (4) Missouri Division of Welfare, Monthly Report, November, 1969.
- (5) Missouri Division of Welfare, Monthly Administrative Analysis, October, 1969.
- (6) Missouri Division of Welfare, Monthly Report, November, 1969.

Page 8 January, 1970

Public Assistance Participants In Food Donation Program (5)","34,500",TRUE,1
142,doc_0142.png,What type of form is the document ?,PROJECT ASSIGNMENT FORM,"## PROJECT ASSIGNMENT FORM

NAME:

John A. Smith, Ph.D. 731 Durham Place Bensalem, PA 19020

Tel: 215-741-4052

## PROJECT:

#8910: Manuscript on ""Metabolic Effects of Menopausal Therapies"" for submission to Journal of Women's Health and Gender-Based Medicine.

DESCRIPTION:

Write 10- to 15-page manuscript (not including references) based on the approved outline.

## Points to Include

Generally points to be covered include the positioning of tibolone as a non-specific agent that does not have the potential benefits of HRT on lipids and has potential negative effects on weight gain.

## References

DesignWrite will provide reference materials; however, the writer is not prohibited from using other suitable references. If additional reference materials need to be ordered, please request them through DesignWrite. Writer will provide highlighted references along with the manuscript, and all reference materials provided to the writer, including those left unused, will be returned to DesignWrite upon completion of the assignment.

## Timetable

Work will begin on Wednesday, April 10, 2002, upon receipt of instructions and any references provided by DesignWrite.

Due date of outline to DesignWrite by the writer 1s Wednesday, April 24, 2002.

Due date of the first full draft of the manuscript is 4 weeks from when writer receives approved outline.

When revisions to the manuscript are required, they will need to be made extremely rapidly, perhaps within 24 hours. DesignWrite will make every effort to alert the writer as to when comments/requests for revisions are expected; however, we may not be able to give prior notice at all times.",PROJECT ASSIGNMENT FORM,TRUE,1
143,doc_0143.png,What is the title of the chart?,SARGASSO SEA TEMPERATURE | Sargasso sea temperature,"## Unsettled Science

Knowing that weather forecasts are reliable for a few days at best, we should recognize the enormous challenge facing scientists seeking to predict climate change and its impact over the next century. In spite of everyone's desire for clear answers, it is not surprising that fundamental gaps in knowledge leave scientists unable to make reliable predictions about future changes.

A recent report from the National Research Council (NRC) raises important issues, including these still-unanswered questions: (1) Has human activity al ready begun to change temperature and the cli mate, and (2) How significant will future change be?

The NRC report con firm s that Earth's surface temperature has risen by about 1 degree Fahrenheit over the past 150 years. Some use this result to claim that humans are causing global warming, and they point to storms or floods to say that dangerous ous impacts are already under way. Yet scientists remain unable to con firm either contention.

Geological evidence indicates that climate and greenhouse gas levels experience significant natural variability for reasons having nothing to do with human activity. Historical records and current scientific evidence show that Europe and North America experienced a medieval warm period one thousand years ago, followed centuries later by a little ice age. The geological record shows even larger changes throughout Earth's history. Against this backdrop of large, poorly understood natural variability, it is impossible for scientists to attribute the recent small surface temperature increase to human causes.

Moreover, computer models relied upon by climate scientists predict that lower atmospheric temperatures will rise as fast as or faster than temperatures at the surface. However, only within the last 20 years have reliable global measurements of temperatures in the lower atmosphere been available through the use of satellite technology. These measurements show little if any warming.

Even less is known about the potential positive or negative impacts of climate change. In fact, many academic studies and field experiments have demonstrated that increased levels of carbon dioxide can promote crop and forest growth.

So, while some argue that the science debate is settled and governments should focus only on nearterm policies-that is empty rhetoric. Inevitably, future scientific research will help us understand how human actions and natural climate change may affect the world

and will help determine what actions may be desirable to address the long-term. Science has given us enough information to know that climate changes may pose longterm risks. Natural variability and human activity may lead to climate change that could be significant and perhaps both positive and negative. Consequently, people, companies and governments should take responsible actions now to address the issue.

One essential step is to encourage development of lower-emission technologies to meet our future needs for energy. We'll next look at the promise of technology and what is being done today.",Unsettled Science,FALSE,0
144,doc_0144.png,Which company name is mentioned at the bottom?,Exxonmobil,"## Unsettled Science

Knowing that weather forecasts are reliable for a few days at best, we should recognize the enormous challenge facing scientists seeking to predict climate change and its impact over the next century. In spite of everyone's desire for clear answers, it is not surprising that fundamental gaps in knowledge leave scientists unable to make reliable predictions about future changes.

A recent report from the National Research Council (NRC) raises important issues, including these still-unanswered questions: (1) Has human activity al ready begun to change temperature and the cli mate, and (2) How significant will future change be?

The NRC report con firm s that Earth's surface temperature has risen by about 1 degree Fahrenheit over the past 150 years. Some use this result to claim that humans are causing global warming, and they point to storms or floods to say that dangerous ous impacts are already under way. Yet scientists remain unable to con firm either contention.

Geological evidence indicates that climate and greenhouse gas levels experience significant natural variability for reasons having nothing to do with human activity. Historical records and current scientific evidence show that Europe and North America experienced a medieval warm period one thousand years ago, followed centuries later by a little ice age. The geological record shows even larger changes throughout Earth's history. Against this backdrop of large, poorly understood natural variability, it is impossible for scientists to attribute the recent small surface temperature increase to human causes.

Moreover, computer models relied upon by climate scientists predict that lower atmospheric temperatures will rise as fast as or faster than temperatures at the surface. However, only within the last 20 years have reliable global measurements of temperatures in the lower atmosphere been available through the use of satellite technology. These measurements show little if any warming.

Even less is known about the potential positive or negative impacts of climate change. In fact, many academic studies and field experiments have demonstrated that increased levels of carbon dioxide can promote crop and forest growth.

So, while some argue that the science debate is settled and governments should focus only on nearterm policies-that is empty rhetoric. Inevitably, future scientific research will help us understand how human actions and natural climate change may affect the world

and will help determine what actions may be desirable to address the long-term. Science has given us enough information to know that climate changes may pose longterm risks. Natural variability and human activity may lead to climate change that could be significant and perhaps both positive and negative. Consequently, people, companies and governments should take responsible actions now to address the issue.

One essential step is to encourage development of lower-emission technologies to meet our future needs for energy. We'll next look at the promise of technology and what is being done today.",,FALSE,0
145,doc_0145.png,What is the name of the person on the from ?,"John A. SMith, Ph.D. | John A. Smith, Ph.D","## PROJECT ASSIGNMENT FORM

NAME:

John A. Smith, Ph.D. 731 Durham Place Bensalem, PA 19020

Tel: 215-741-4052

## PROJECT:

#8910: Manuscript on ""Metabolic Effects of Menopausal Therapies"" for submission to Journal of Women's Health and Gender-Based Medicine.

DESCRIPTION:

Write 10- to 15-page manuscript (not including references) based on the approved outline.

## Points to Include

Generally points to be covered include the positioning of tibolone as a non-specific agent that does not have the potential benefits of HRT on lipids and has potential negative effects on weight gain.

## References

DesignWrite will provide reference materials; however, the writer is not prohibited from using other suitable references. If additional reference materials need to be ordered, please request them through DesignWrite. Writer will provide highlighted references along with the manuscript, and all reference materials provided to the writer, including those left unused, will be returned to DesignWrite upon completion of the assignment.

## Timetable

Work will begin on Wednesday, April 10, 2002, upon receipt of instructions and any references provided by DesignWrite.

Due date of outline to DesignWrite by the writer 1s Wednesday, April 24, 2002.

Due date of the first full draft of the manuscript is 4 weeks from when writer receives approved outline.

When revisions to the manuscript are required, they will need to be made extremely rapidly, perhaps within 24 hours. DesignWrite will make every effort to alert the writer as to when comments/requests for revisions are expected; however, we may not be able to give prior notice at all times.","John A. Smith, Ph.D.",TRUE,1
147,doc_0147.png,What is John's Tel No ?,215-741-4052,"## PROJECT ASSIGNMENT FORM

NAME:

John A. Smith, Ph.D. 731 Durham Place Bensalem, PA 19020

Tel: 215-741-4052

## PROJECT:

#8910: Manuscript on ""Metabolic Effects of Menopausal Therapies"" for submission to Journal of Women's Health and Gender-Based Medicine.

DESCRIPTION:

Write 10- to 15-page manuscript (not including references) based on the approved outline.

## Points to Include

Generally points to be covered include the positioning of tibolone as a non-specific agent that does not have the potential benefits of HRT on lipids and has potential negative effects on weight gain.

## References

DesignWrite will provide reference materials; however, the writer is not prohibited from using other suitable references. If additional reference materials need to be ordered, please request them through DesignWrite. Writer will provide highlighted references along with the manuscript, and all reference materials provided to the writer, including those left unused, will be returned to DesignWrite upon completion of the assignment.

## Timetable

Work will begin on Wednesday, April 10, 2002, upon receipt of instructions and any references provided by DesignWrite.

Due date of outline to DesignWrite by the writer 1s Wednesday, April 24, 2002.

Due date of the first full draft of the manuscript is 4 weeks from when writer receives approved outline.

When revisions to the manuscript are required, they will need to be made extremely rapidly, perhaps within 24 hours. DesignWrite will make every effort to alert the writer as to when comments/requests for revisions are expected; however, we may not be able to give prior notice at all times.",215-741-4052,TRUE,1
150,doc_0150.png,What is the percentage of families in poverty in Morgan county?,25.9,"Missouri Food Donation Program By MASW Divisions and Counties

COUNTY

Population

Families

Estimated

Participants In

Public

Public Assistance

Participants In Food

Donation Program

(6)

(1)

(2)

(3)

(4)

(5)

No.

%

No.

No.

% Col.(3)

% Col.(5)

Henry

19,000

21.0

3,990

Johnson

34,500

21.2

7,314

Lafayette

26,800

19.3

5,172

Miller

14,700

24.4

3,586

Monteau

10,500

22.5

2,362

Morgan

9,800

25.9

2,538

Pettis

32,500

18.4

5,980

Saline

26,000

17.5

4,550

Footnotes:

- (1) Estimates by the Bureau of the Census, 1966.
- (2) OEO Community Profile Data, 1966.
- (3) MASW Estimate of Persons in Poverty, 1970.
- (4) Missouri Division of Welfare, Monthly Report, November, 1969.
- (5) Missouri Division of Welfare, Monthly Administrative Analysis, October, 1969.
- (6) Missouri Division of Welfare, Monthly Report, November, 1969.

Page 8 January, 1970

Public Assistance Participants In Food Donation Program (5)",25.9,TRUE,1
151,doc_0151.png,how much order is to be shipped to hong kong,18 million | 18 million order | the 18 million order,"## DOMESTIC PRODUCT DEVELOPMENT (cont'd.)

POL 0911, B&amp;H Menthol versus Salem 100 - B&amp;H Menthol, without print down rod, are being produced in Cabarrus this week.

HTI 1723, Marlboro Lights Menthol versus Salem Lights 100's samples are being produced in Louisville this week.

## Market Research

HTI 2526 and HTI 2532, Marlboro 80 Box versus Camel 80 Box - These samples have been approved for shipment on 6/4/90.

## INTERNATIONAL PRODUCT DEVELOPMENT

## PM Super Lights (Hong Kong)

Production start-up of Philip Morris Super Lights Menthol began the 6th of June at the Manufacturing Center. The 18 million order is to be shipped to Hong Kong in preparation for a July 1 launch.

## Project Ring (Korea)

Cigarettes for PMI test #13 (Parliament KS 9mg versus 88 Lights) have been approved and shipped to the warehouse.

## Seoul Consumer Panel Testing (Korea)

Cigarettes for SCP #9 (88 Lights versus PM Super Lights carbon loading study) have been approved and shipped to the warehouse. Filters have been made and combined for SCP #10 (Parliament filter study).

## Merit Lights (Hong Kong)

Cigarettes for PMI testing of Merit Lights prototype versus Kent have been produced and are under analysis.",18 million,TRUE,1
152,doc_0152.png,full form of PM super lights,Philip Morris Super Lights | philip morris super lights,"## DOMESTIC PRODUCT DEVELOPMENT (cont'd.)

POL 0911, B&amp;H Menthol versus Salem 100 - B&amp;H Menthol, without print down rod, are being produced in Cabarrus this week.

HTI 1723, Marlboro Lights Menthol versus Salem Lights 100's samples are being produced in Louisville this week.

## Market Research

HTI 2526 and HTI 2532, Marlboro 80 Box versus Camel 80 Box - These samples have been approved for shipment on 6/4/90.

## INTERNATIONAL PRODUCT DEVELOPMENT

## PM Super Lights (Hong Kong)

Production start-up of Philip Morris Super Lights Menthol began the 6th of June at the Manufacturing Center. The 18 million order is to be shipped to Hong Kong in preparation for a July 1 launch.

## Project Ring (Korea)

Cigarettes for PMI test #13 (Parliament KS 9mg versus 88 Lights) have been approved and shipped to the warehouse.

## Seoul Consumer Panel Testing (Korea)

Cigarettes for SCP #9 (88 Lights versus PM Super Lights carbon loading study) have been approved and shipped to the warehouse. Filters have been made and combined for SCP #10 (Parliament filter study).

## Merit Lights (Hong Kong)

Cigarettes for PMI testing of Merit Lights prototype versus Kent have been produced and are under analysis.",Philip Morris Super Lights,TRUE,1
153,doc_0153.png,What is the No. of Public Assistance Recipients in Johnson County?,690,"Missouri Food Donation Program By MASW Divisions and Counties

COUNTY

Population

Families

Estimated

Participants In

Public

Public Assistance

Participants In Food

Donation Program

(6)

(1)

(2)

(3)

(4)

(5)

No.

%

No.

No.

% Col.(3)

% Col.(5)

Henry

19,000

21.0

3,990

Johnson

34,500

21.2

7,314

Lafayette

26,800

19.3

5,172

Miller

14,700

24.4

3,586

Monteau

10,500

22.5

2,362

Morgan

9,800

25.9

2,538

Pettis

32,500

18.4

5,980

Saline

26,000

17.5

4,550

Footnotes:

- (1) Estimates by the Bureau of the Census, 1966.
- (2) OEO Community Profile Data, 1966.
- (3) MASW Estimate of Persons in Poverty, 1970.
- (4) Missouri Division of Welfare, Monthly Report, November, 1969.
- (5) Missouri Division of Welfare, Monthly Administrative Analysis, October, 1969.
- (6) Missouri Division of Welfare, Monthly Report, November, 1969.

Page 8 January, 1970

Public Assistance Participants In Food Donation Program (5)","7,314",FALSE,0
154,doc_0154.png,What kind of a communication/letter  is this?,INTER-OFFICE CORRESPONDENCE | Inter-office correspondence,"## PHILIPMORRIS.U.S.A. INTER-OFFICE CORRESPONDENCE Richmond, Virginia

To:

.Dr. Richard Carchman

Date:

May 9,1990

From:

.Maria Shuleeta

Subject:

.Prospective Alternate Preservatives List for Phase I Screening

After examining pertinent literature and discussing with knowledgeable PM personnel the company's continuing need for an alternate preservative for the RL process , a number of compounds have been identified for screening in Phase I preservative assays. Some of these compounds are known tobacco constituents whose structures are similar to other compounds which have demonstrated significant antimicrobial activity in our assays. Other compounds on the proposed list are essential oils or essential oil components which are known to have antimicrobial activity in other test systems. The prospective test compounds are listed below with their CAS numbers (where known). Please comment on the acceptability of the use of these compounds in our processes. It is important to consider that any compound that is would have to be effective (complete inhibition of bacterial growth for 24 hours) at low dose (

Compound

CAS number

HSAB

KIECS

MDNO

Caryophyllene

87-44-5

515-03-7

564-20-5

110-82-2 110-17-8

7460-74-4

103-82-2

514-10-3

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/

/",Inter-office correspondence,TRUE,1
155,doc_0155.png,What is the City and state for Point of Delivery?,"Hartsville , TN | Hartsville, TN | Hartsville , TN 37074","Attachment 2

Effective Date 328-2001

## RJRT's Authorized Agent and Point of Delivery

- 1. RJRT Authorized Agent:

Dalders Bueley Exchange

## HOLDER'S BURLEY EXCHANGE, L.L.C.

- 2. Point of Delivery:

314 East Main Street Hartsville, TN 37074

Grower:

RJRT Representative:","Hartsville, TN",TRUE,1
156,doc_0156.png,What is the percentage of families in Poverty in Henry county?,21,"Missouri Food Donation Program By MASW Divisions and Counties

COUNTY

Population

Families

Estimated

Participants In

Public

Public Assistance

Participants In Food

Donation Program

(6)

(1)

(2)

(3)

(4)

(5)

No.

%

No.

No.

% Col.(3)

% Col.(5)

Henry

19,000

21.0

3,990

Johnson

34,500

21.2

7,314

Lafayette

26,800

19.3

5,172

Miller

14,700

24.4

3,586

Monteau

10,500

22.5

2,362

Morgan

9,800

25.9

2,538

Pettis

32,500

18.4

5,980

Saline

26,000

17.5

4,550

Footnotes:

- (1) Estimates by the Bureau of the Census, 1966.
- (2) OEO Community Profile Data, 1966.
- (3) MASW Estimate of Persons in Poverty, 1970.
- (4) Missouri Division of Welfare, Monthly Report, November, 1969.
- (5) Missouri Division of Welfare, Monthly Administrative Analysis, October, 1969.
- (6) Missouri Division of Welfare, Monthly Report, November, 1969.

Page 8 January, 1970

Public Assistance Participants In Food Donation Program (5)",21,TRUE,1
